,经理人ID,经理人姓名,管理资产总规模,职业跨度年数,平均任职年数,出勤率,Average_AYP,Average_Double_Weighted_AYP,Overall_Min_Profit
34396,30273368,易智泉,43.29,6.317808219178082,3.0183350895679664,0.477750350256855,0.018289888584257303,0.004600175645918708,-0.2641
33120,30072773,颜伟鹏,56.6,8.945205479452055,2.7737769080234833,0.3100853204987968,0.042020474621773794,0.0045420670860120745,-0.3189
30027,30754324,肖帅,0.8699999999999999,2.128767123287671,2.128767123287671,1.0,0.003392907942634471,0.0043736126305201585,0.0001
5967,30633262,郭晓晖,63.29,5.205479452054795,2.7229452054794523,0.5230921052631579,0.0048607440987823575,0.004330931077315316,-0.0883999999999999
5556,30742241,顾晶菁,14.97,2.463013698630137,1.5075342465753425,0.6120689655172414,0.006365600334270624,0.00430231237380523,-0.0260999999999999
37298,30310502,周宁,31.77,9.175342465753424,1.6479452054794521,0.1796058524932816,0.013717097235615493,0.004293486740664839,-0.0679
39835,30705024,张寓,363.41999999999996,3.610958904109589,2.02573385518591,0.5609960979839583,0.006043474875011866,0.004286612054494313,-0.2144
27660,30712712,王璇,8.530000000000001,2.043835616438356,1.2991780821917809,0.6356568364611261,0.0063747183592345845,0.0042633288504953714,-0.0742999999999999
38302,30712446,张士扬,36.07,3.421917808219178,2.741095890410959,0.8010408326661329,0.008283590356902723,0.004221872352920705,-0.0371
35630,30770357,朱红,238.35000000000002,9.865753424657534,1.4515981735159817,0.14713505507729335,0.008455930569469328,0.004213128230845163,0.0081999999999999
35424,30063842,朱红,1.25,9.865753424657534,4.914383561643835,0.4981255206886976,0.008455930569469328,0.004213128230845163,-0.3799
34350,30638511,杨振建,121.9,5.189041095890411,3.270776255707762,0.6303238296374516,0.026533861316016826,0.004159905289459943,-0.2529
13643,30715573,赖礼辉,165.03,3.3095890410958906,1.441095890410959,0.43543046357615894,0.005978094480256955,0.004151607201596311,-0.025
22427,30064163,申庆,143.63,13.27945205479452,4.796477495107632,0.3611954375313154,0.004235861017831276,0.004132927631193239,-0.1553999999999999
22029,30741596,沈科,81.11,2.495890410958904,1.3937147461724415,0.5584038225608575,0.005270863862545814,0.004104130940076802,-0.0654
39014,30310503,张雪,130.29,9.175342465753424,2.5934768427919113,0.2826572253266789,0.015493487662107883,0.004099947673171487,-0.0356
39030,30779893,张雪,63.47,9.175342465753424,1.0965753424657532,0.11951328754852193,0.015493487662107883,0.004099947673171487,0.0163
13269,30763752,林剑平,3.7,1.6958904109589041,1.695890410958904,0.9999999999999999,0.0033263844606206128,0.0040188291258155835,0.0023
20702,30050273,钱伟华,3.7,1.6958904109589041,1.695890410958904,0.9999999999999999,0.0033263844606206128,0.0040188291258155835,0.0023
12041,30421462,林虎,316.98999999999995,2.421917808219178,1.1007610350076102,0.45449974861739567,0.007507614586485842,0.003998496399658875,-0.0759
4385,30758996,傅洪哲,4.01,1.926027397260274,1.926027397260274,1.0,0.0034188201738372115,0.00397930056563242,0.0021
21125,30608989,阮毅,195.41000000000003,5.279452054794521,1.5410958904109588,0.2919045147898287,0.007858996437720346,0.003921416371647069,-0.049
23086,30129488,石玉,825.09,7.572602739726028,2.9285019885108263,0.38672330890247886,0.004386398166680412,0.0038996816026178114,-0.1236999999999999
8027,30435735,何谦,455.38,7.767123287671233,3.948140900195695,0.5083144368858654,0.006185344073598664,0.0038215248802011157,-0.1975
19379,30042249,倪明,59.0,16.087671232876712,5.592054794520548,0.34759877384196186,0.013421026312980412,0.0037402270836854566,-0.3525
27518,30276612,吴文庆,27.919999999999998,3.2383561643835614,1.7332191780821917,0.5352157360406091,0.021258047561692694,0.0037281490204016396,-0.211
32568,30334856,于鹏,6.5600000000000005,8.210958904109589,2.8457534246575342,0.34657991324657994,-0.00810560856423408,0.0037001022734348106,-0.2452
39271,30572636,曾小丽,208.3,5.884931506849315,1.631837505904582,0.2772908238618121,0.014500507294471695,0.003686720790558281,-0.1197
23160,30164252,神玉飞,170.28,11.142465753424657,2.1856925418569255,0.1961587847990602,0.0045853004345276826,0.003644428155557427,-0.1938
37185,30080257,张明凯,874.01,10.117808219178082,2.645046193055113,0.2614248200555419,0.011058151313822146,0.0035881859500481485,-0.1534
17122,30557903,龙宇飞,39.13,6.315068493150685,3.7664383561643833,0.5964208242950108,0.001446087116443645,0.003570638332654557,-0.089
8524,30557448,黄晓宾,3.23,1.632876712328767,1.632876712328767,1.0,0.006426985848788841,0.003504487523277473,-0.0084
16425,30552877,吕晓威,3.6100000000000003,2.0821917808219177,1.7321917808219178,0.8319078947368421,0.0027346231857455355,0.00349483781138343,-0.0847
1953,30685336,陈伟,17.59,4.282191780821917,2.4512328767123286,0.572424824056302,0.006415315765415819,0.003473472571362776,-0.0602
20600,30429460,秦庆,4.77,3.0575342465753423,1.7589041095890412,0.5752688172043011,0.003998455030127718,0.0034240817394741996,-0.1451
24958,30342480,王东杰,35.35,8.75068493150685,3.4981320049813203,0.39975522286104626,0.025804774333012658,0.0034037046924801817,-0.2647
5290,30541989,甘传琦,27.44,6.684931506849315,2.2904109589041095,0.3426229508196721,0.0273476417526558,0.003371537444857885,-0.349
21119,30675229,任翔,104.22,4.208219178082191,1.76986301369863,0.4205729166666667,0.004090756097566721,0.00334378593434822,-0.0278
40581,30770611,郑铮,320.83000000000004,6.271232876712329,1.0794520547945206,0.17212756662297946,0.007618140318427499,0.0033174067002634746,0.0116999999999999
40564,30563073,郑铮,7.970000000000001,6.271232876712329,1.4524200913242007,0.2316004077471967,0.007618140318427499,0.0033174067002634746,-0.1914
16175,30420161,李晓博,56.14,3.610958904109589,2.221917808219178,0.6153262518968133,0.0035967434370016336,0.0032667799486011707,-0.0735
3497,30642643,戴计辉,6.64,5.147945205479452,3.163013698630137,0.6144225651942523,0.009784665241689215,0.0032234787163421463,-0.0841
13658,30664305,罗黎军,1.54,3.56986301369863,2.4273972602739726,0.6799693016116655,0.0007221314611467097,0.0031412312351731617,-0.0783
992,30393484,陈俊华,26.939999999999998,8.224657534246575,3.7726027397260276,0.45869420386409065,0.015253917625187657,0.003126827794800821,-0.0548
8135,30040249,黄瑞庆,318.43,18.70958904109589,3.0922374429223742,0.16527554058671354,-0.006022749799743765,0.003097746466087956,-0.5670000000000001
40485,30590727,赵宇烨,0.15000000000000002,5.424657534246576,5.424657534246576,1.0,0.004359096648490546,0.0030758963507388753,0.0103
29772,30132859,夏钦,9.59,7.7534246575342465,2.8472602739726027,0.367226148409894,0.007004769256098336,0.002762672830213498,-0.4081
22394,30742832,宋鹏,46.79,2.4575342465753423,1.7272260273972604,0.7028288740245263,0.0033033539295833567,0.002691645103747975,-0.053
24083,30081221,滕越,123.41,6.920547945205479,2.5230847285641804,0.3645787513562652,0.004385450492313536,0.0024572893420030145,-0.2426
2459,30282873,陈一峰,63.78,9.810958904109588,4.127291886195996,0.420681803535755,0.025594827805139168,0.002454095465824975,-0.3253
38592,30686211,邹巍,10.99,4.167123287671233,2.9082191780821915,0.697896120973044,-0.002972294923501387,0.002352667663523351,-0.2874
24946,30698291,吴敌,72.94,3.780821917808219,2.6787048567870486,0.708498023715415,0.0007540515829057974,0.0023478847430440522,-0.1248
23811,30539595,陶敏,3.6,5.816438356164384,1.9293150684931504,0.3317004239284031,0.0015442078206795219,0.0022911623215405574,-0.0292
25225,30050317,吴华,44.68,9.884931506849314,3.706544901065449,0.37496920423749697,-0.005275790953315637,0.0022430194384682974,-0.4139
21656,30570050,宋海岸,22.57,5.994520547945205,2.359246575342466,0.3935671846435101,-0.0029552174101393426,0.002229311468832658,-0.4437
38519,30675441,张望,7.87,3.893150684931507,1.944109589041096,0.49936664320900775,0.00156577540665441,0.002127907718222514,-0.1519
25324,30582558,吴昊,70.02,11.838356164383562,2.826068908260689,0.2387213958609469,0.012360197010131715,0.002084405917398255,-0.5096
25255,30364302,吴昊,105.56,11.838356164383562,2.0660418168709445,0.17452100512795526,0.012360197010131715,0.002084405917398255,-0.057
25240,30131758,吴昊,21.04,11.838356164383562,2.536986301369863,0.214302244850729,0.012360197010131715,0.002084405917398255,-0.4561
25372,30702918,吴昊,9.7,11.838356164383562,2.0205479452054798,0.17067808377690352,0.012360197010131715,0.002084405917398255,-0.4297999999999999
25284,30392767,吴昊,22.56,11.838356164383562,3.634703196347032,0.307027694206588,0.012360197010131715,0.002084405917398255,-0.3943
25260,30163518,吴昊,50.370000000000005,11.838356164383562,3.288767123287671,0.27780606341124736,0.012360197010131715,0.002084405917398255,-0.1056
32760,30202050,殷瑞飞,33.269999999999996,10.378082191780821,4.47579908675799,0.43127419922562477,0.024633761094144127,0.002069043503443001,-0.2887
15405,30198126,林伟斌,1319.9099999999999,10.936986301369863,2.502117061021171,0.22877573328475134,0.03150697636451359,0.002057220271249274,-0.4607
30939,30044283,杨爱斌,159.01,6.693150684931507,3.200130463144162,0.4781201879032415,0.0058500233861831655,0.0020251139084634597,-0.0645
20281,30059214,綦缚鹏,160.22,13.808219178082192,2.3850684931506847,0.17272817460317458,0.008125763924064394,0.0020201038767367913,-0.2447
8353,30421731,韩威俊,155.45,8.06027397260274,4.391780821917808,0.5448674371176071,0.0197518898812149,0.002007066513614523,-0.3016
6084,30725630,甘源,165.09,2.9643835616438357,1.9435616438356162,0.6556377079482439,0.002362208637781915,0.001987203978939299,-0.0728
22551,30137817,宋青,6.05,12.246575342465754,8.139726027397261,0.6646532438478747,0.0027295694010057436,0.001848248905161224,-0.1338
136,30037457,毕天宇,63.94,18.216438356164385,4.48931506849315,0.24644307414648814,0.028375538922500464,0.0018043745519181642,-0.4468
30218,30297650,薛小波,56.65,9.402739726027397,2.9147461724415793,0.3099890305772659,0.00634574188513646,0.0017859035646009924,-0.3436
22978,30685940,孙欣炎,1.26,4.257534246575342,1.7963470319634702,0.42192192192192196,-0.001354216524636165,0.001721762920846627,-0.2135999999999999
16387,30546481,罗晓倩,664.81,6.564383561643836,2.9353424657534246,0.4471619365609349,0.002699893550624055,0.0016455532332285347,-0.2347
24000,30787209,田鑫,157.37,1.0794520547945206,1.0794520547945206,1.0,0.0008335785323125844,0.0015572726985363908,-0.0012
24631,30137090,王超,57.08,11.564383561643835,2.990552668871044,0.25860026632028693,0.011602811603827963,0.0014813795023373467,-0.4734
24680,30276613,王超,956.09,11.564383561643835,3.1282906491959497,0.27051080003708167,0.011602811603827963,0.0014813795023373467,-0.0432
654,30674080,陈涵,118.83,4.6438356164383565,2.434337899543379,0.5242084562438545,0.0017889935076787562,0.0014804899594171648,-0.1722
7540,30489618,何家琪,395.85,7.432876712328767,2.86441400304414,0.38537084817954703,0.01172502365033619,0.001384803292753502,-0.3082
13560,30726030,李理,1.22,2.9397260273972603,2.63972602739726,0.8979496738117427,0.0021131697246662418,0.001358847875503371,-0.0007
3407,30074226,董晗,445.2,12.564383561643835,2.6669907202828105,0.21226594263044612,0.016565554495041466,0.001339392462959368,-0.486
2759,30741155,蔡振,157.94,2.515068493150685,2.02027397260274,0.8032679738562093,-0.0012227269394423535,0.0012631465870607476,-0.1853999999999999
33252,30324935,杨旭,105.53,9.073972602739726,2.6467621419676215,0.2916872529644269,0.00524172602858172,0.0012488219940604546,-0.8482
33291,30714133,杨旭,53.339999999999996,9.073972602739726,2.462328767123288,0.27136171497584544,0.00524172602858172,0.0012488219940604546,0.0112
3963,30586607,丁杨,3.48,3.164383561643836,1.6858447488584476,0.5327561327561328,-0.03465687913816925,0.0012440916900056942,-0.1469
2347,30739658,程瑶,15.96,2.589041095890411,2.167123287671233,0.8370370370370371,0.0013256263340049035,0.0012374289652085362,-0.0097
18844,30355451,马强,33.339999999999996,8.635616438356164,3.061519302615193,0.35452238117212737,0.00974591967753627,0.001149088888499527,-0.1024
17305,30334624,李玉良,47.91,8.934246575342465,4.26052303860523,0.47687547043572803,-0.009727104426993366,0.001101760601291245,-0.8619
26388,30079473,王乐乐,268.38,8.506849315068493,2.6619305511309332,0.3129161517432498,0.0030526448421596326,0.0009985357136913042,-0.6804000000000001
21459,30456071,孙迪,153.64999999999998,6.158904109589041,2.6504892367906066,0.4303507880020336,-0.030651777078543014,0.0009753242079394367,-0.4652
4266,30324733,付斌,114.51,9.076712328767123,2.718590998043053,0.29951274201198747,0.007751329938410915,0.0008406208673176789,-0.6081
7157,30181965,何晶,34.43,10.8,1.6541622760800845,0.15316317371111893,0.010037557164218579,0.0008269400130584457,-0.3252
1425,30785705,陈敏,0.45,1.1178082191780823,1.1178082191780825,1.0000000000000002,0.00031297867549689995,0.0007885943291469341,-0.0013
30163,30574964,许文星,183.06,5.821917808219178,3.145044319097502,0.5402076124567474,0.02421475200165355,0.000689629551474491,-0.3262
596,30036857,陈国光,61.24,11.802739726027397,2.467483777937996,0.20906025509456094,0.007723362220932862,0.0006651354933382206,-0.4007
34702,30775292,周冲,0.28,1.515068493150685,1.3767123287671232,0.9086799276672693,-0.01028492716066276,0.0006501769370972042,-0.0877999999999999
16927,30568351,李昱,138.47,6.049315068493151,2.8547945205479452,0.47192028985507245,0.017365652867807658,0.0005301611826702013,-0.3945
37133,30734582,张旻,106.33,2.673972602739726,1.693455098934551,0.6333105646630236,-0.001346744396980891,0.00043008607950697207,-0.0381
32387,30161722,叶乐天,89.24,11.895890410958904,4.546118721461188,0.3821587594042684,0.01884562719221257,0.00033036447338750913,-0.4044
6127,30641912,高原,12.2,0.6684931506849315,0.6684931506849315,1.0,0.00015022067940667627,0.0002873109128854089,-0.0012
4627,30165669,方磊,3.29,11.531506849315068,7.204109589041096,0.6247327156094085,0.003565001809697599,0.00026534024097311465,-0.2727
40701,30199643,张自力,26.22,10.663013698630136,5.213307240704501,0.48891499045661435,-0.015926152993393648,0.00021746982627603756,-0.222
435,30049366,陈芳菲,169.96,12.676712328767124,2.375,0.1873514156040631,2.33061841535126e-05,0.00021118636585171604,-0.2289999999999999
17109,30042957,刘彦春,576.4300000000001,15.613698630136986,3.9835616438356163,0.2551324793823478,0.005700251012546991,0.00015816653406492334,-0.245
25523,30052841,王健,149.13,14.293150684931506,3.7326980345443714,0.26115291980231853,0.033853731484858374,9.771337668281349e-05,-0.4458
25648,30587929,王健,928.65,14.293150684931506,4.485479452054794,0.3138202031819053,0.033853731484858374,9.771337668281349e-05,0.0096
12529,30053299,梁洪昀,24.78,14.271232876712329,4.372353673723537,0.30637532941238066,0.0007759707256544048,6.608898567444865e-05,-0.7865000000000001
29647,30036328,徐荔蓉,50.51,20.375342465753423,4.619388830347734,0.22671465955048045,0.03591211575861348,6.23616389458237e-05,-0.3313
24876,30036321,魏东,27.95,19.742465753424657,4.779794520547945,0.24210727171801277,0.022689427534283962,-9.16836782547982e-05,-0.3674
37145,30531434,张明,45.76,6.76986301369863,4.031748589846898,0.5955435998762112,0.018971565127590514,-0.00013538736860891972,-0.3253
8333,30341628,黄维,57.71,7.482191780821918,3.1154420921544212,0.4163809460404115,0.007614090606371491,-0.000140546372698083,-0.4506
31337,30060238,余广,162.15,13.70958904109589,4.601743462017435,0.3356587457306882,0.04015688939325315,-0.00017302357180796782,-0.3979999999999999
30641,30283641,徐喻军,70.62,9.816438356164383,3.0294117647058822,0.30860599891645185,0.018600596993015264,-0.00022239967520880529,-0.4599
13668,30578691,林龙军,65.71,5.736986301369863,4.207209805335256,0.7333484140149801,0.0072326147694202056,-0.0003086124579785666,-0.3817
40301,30768819,曾薏桐,6.3500000000000005,1.6712328767123288,0.841095890410959,0.5032786885245902,0.009653288161414494,-0.00031822698495286077,-0.0249
21432,30302420,邵笛,177.41,9.284931506849315,2.441469489414695,0.26294964993696185,-0.00030620359889424334,-0.00036436189104408585,-0.3428
15277,30724511,刘薇,461.31,3.0356164383561643,1.5335890410958906,0.5051985559566787,-0.003874819866465139,-0.00039470820723358984,-0.7847
7636,30042438,黄亮,42.84,14.63013698630137,4.3374429223744295,0.2964731585518103,-0.011197812884830877,-0.000446945712472993,-0.4714
39742,30555339,张烨,19.759999999999998,6.375342465753425,3.1663405088062624,0.4966541838050218,-0.027545930808776542,-0.0004762297255531202,-0.3615
12557,30040278,李建,109.12,16.47945205479452,4.516497915425848,0.2740684520582601,0.019495243912578997,-0.0005160271670879694,-0.2636
25448,30411926,王海峰,97.81,7.93972602739726,2.736986301369863,0.34472049689441,-0.0005243330571330529,-0.0005330401309705185,-0.2392
25909,30755588,王娟娟,472.35,2.1095890410958904,1.6422374429223743,0.7784632034632034,-0.0019441656804729424,-0.0005716335047618781,-0.0679
17708,30565696,李亚寅,8.13,1.7452054794520548,0.9034246575342466,0.5176609105180534,-0.005840671292180577,-0.0006115913773440203,-0.0195
4753,30304586,方旻,416.61,9.23013698630137,4.4041643835616435,0.4771504897595726,0.00563562241980557,-0.0006821919113297726,-0.512
37986,30053298,卓若伟,83.19,14.408219178082192,1.9917002417405318,0.13823361632159994,0.012024800816086768,-0.0007590320974574115,-0.173
37268,30043009,钟鸣远,346.97,15.904109589041095,2.887932159165036,0.1815840203437103,0.0005744442368691482,-0.0007738129148725282,-0.3597999999999999
31918,30135825,殷婧,2.03,2.263013698630137,2.263013698630137,1.0,-0.0019060262257101779,-0.0008514452630150688,-0.0097
20044,30678690,潘一菲,15.48,2.5232876712328767,1.594911937377691,0.6320769350085312,-0.01714886179551034,-0.0008802540280791882,-0.2652
40862,30346523,赵治烨,16.81,8.75068493150685,2.724931506849315,0.31139636819035693,-0.016203690472075396,-0.0008869461284123314,-0.4227
15711,30444432,李武群,2.45,7.810958904109589,2.710958904109589,0.34707120308663625,-0.012318727389086126,-0.0009185227122722648,-0.3400999999999999
26716,30059748,王平,767.2900000000001,13.643835616438356,3.6171689497716897,0.2651137884872825,0.004178478374703857,-0.0010694057066781316,-0.5704
32039,30516946,姚姣姣,762.69,7.101369863013699,3.1790784557907843,0.4476711560044893,0.0020646231040357234,-0.0010849088489094944,-0.1294
26026,30711640,汪坤,77.09,3.4493150684931506,1.4742949234488316,0.4274167172826239,-0.0022602763908165513,-0.0010970204943162442,-0.0458999999999999
35409,30302523,章恒,136.01999999999998,9.271232876712329,1.3688356164383562,0.14764332151300236,-0.014232356656211392,-0.001119486430901137,-0.2796
28171,30778278,吴轶,2.27,1.4082191780821918,1.4082191780821918,1.0,-0.0007812530034386755,-0.0011718795051580133,-0.0011
13342,30640109,李锦文,60.839999999999996,5.178082191780822,2.8066210045662103,0.5420194003527337,0.01862010334826819,-0.0012667390476392183,-0.2854
39437,30040512,张娅,1560.1799999999998,17.24109589041096,3.2524461839530328,0.18864497968264052,0.0055497616797087704,-0.001288435283124621,-0.3848
32076,30532811,杨嘉文,69.93,6.123287671232877,3.251027397260274,0.5309284116331097,-0.010887952011910604,-0.0013091180776925414,-0.1981
27500,30300471,王文华,104.41999999999999,9.326027397260274,2.8489497716894974,0.3054837446141794,-0.001261412267033927,-0.0013324690868123706,-0.1599
33840,30698427,闫宜乘,278.46,3.780821917808219,2.2839831401475235,0.6040969899665551,-0.0048399406652990425,-0.0013761828818022346,-0.705
39891,30750657,郑毅,22.23,2.2054794520547945,1.689041095890411,0.7658385093167702,-0.003558103271273237,-0.0014025494456883871,-0.083
1645,30781811,陈思行,11.4,1.2684931506849315,0.6404109589041096,0.5048596112311016,-2.8522696512156553e-05,-0.0014050022789510123,-0.0146
1887,30171726,蔡唯峰,149.32,2.7424657534246575,1.981095890410959,0.7223776223776225,-0.01027096789489802,-0.0014750783900725195,-0.3547
2277,30677271,陈薪羽,1.9,4.528767123287671,2.6118150684931507,0.5767165759225651,-0.008089842184537722,-0.00148127138874804,-0.2337999999999999
4310,30722030,冯帆,4.3,3.115068493150685,3.115068493150685,1.0,-0.0009962118575113088,-0.0014943177862669632,-0.0031
20733,30285654,钱文成,52.519999999999996,11.07123287671233,2.570890410958904,0.23221356099975252,0.01156328687197306,-0.0016086419887036223,-0.317
38365,30650549,周涛,5.2,5.068493150684931,2.7291095890410957,0.538445945945946,0.0262591172294461,-0.0016783722865192276,-0.1716
35426,30517949,周户,0.59,6.545205479452055,3.958447488584475,0.6047858239151668,-0.02650070041447744,-0.001680163674292759,-0.1676
16274,30201218,李湘杰,25.679999999999996,10.419178082191781,4.394129158512721,0.4217347207092146,0.0014439894643559928,-0.001697327681353657,-0.5437
6117,30514458,高永,162.1,7.123287671232877,2.7601494396014945,0.3874825174825175,-0.006497054444743971,-0.0017888343789715841,-0.1555
2496,30772693,程逸飞,162.79,1.6082191780821917,1.4009132420091324,0.8710959681998864,-0.010875364116629413,-0.001839782291851624,-0.085
9924,30081599,季文华,175.22,7.909589041095891,2.7260273972602738,0.3446484239695185,0.005010399443681068,-0.001912442984465193,-0.3252
30069,30678421,徐伟,0.69,4.506849315068493,3.0034246575342465,0.6664133738601824,0.010378414156357124,-0.0019127942194197105,-0.0738
40000,30132970,庄宇飞,8.49,6.906849315068493,5.046575342465753,0.7306624355414518,-0.001584296594851753,-0.0019839158803091846,-0.0911999999999999
26824,30352716,万琼,380.26,8.67945205479452,3.133637747336378,0.3610409652076319,0.0018513646027784232,-0.0020795654671885663,-0.6411
38775,30767148,郑伟山,79.92,1.7123287671232876,0.9389432485322896,0.5483428571428571,-0.004845951653382267,-0.0021095476479458756,-0.0242
9785,30296811,贾鹏,121.5,9.46027397260274,4.104657534246575,0.43388357949609035,0.007126228976796037,-0.0021202694206738583,-0.5553
6500,30138925,黄春逢,66.60000000000001,8.117808219178082,3.7173515981735163,0.4579255259309259,0.0014866026866858322,-0.002134977134693779,-0.2729
12420,30201219,黎海威,148.13,10.287671232876713,3.472407045009785,0.33753091116606426,0.00779162090744553,-0.0021773395772377003,-0.2041
37209,30776934,朱梦天,28.419999999999998,1.4547945205479451,0.8780821917808219,0.6035781544256121,-0.0029553440158961997,-0.002204351432736884,-0.0243
32779,30301688,杨锐文,360.52,9.2986301369863,3.491324200913242,0.37546650952661564,0.006228281262152629,-0.0022205129656142075,-0.3389999999999999
39810,30671192,邹运,25.669999999999998,4.728767123287671,2.26027397260274,0.47798377752027815,0.01624983230791403,-0.0022553283931883096,-0.512
19996,30549228,彭炜,34.120000000000005,6.517808219178082,1.942788074133763,0.29807383230719775,-0.0006853367392210134,-0.002307616875399223,-0.2587
22514,30118449,孙倩倩,11.58,7.632876712328767,2.241552511415525,0.29367073462550847,0.009044655201098853,-0.002316157201833063,-0.1382
4358,30687282,范刚强,118.78999999999999,4.197260273972603,2.330332681017613,0.5552032823573294,-0.006796134546297754,-0.0024769524006128243,-0.1326999999999999
37468,30789347,周平,40.58,9.876712328767123,0.8904109589041096,0.09015256588072122,0.010564523705439366,-0.0025022120465042577,-0.013
37399,30283281,周平,5.660000000000001,9.876712328767123,0.7641552511415526,0.07736939435968562,0.010564523705439366,-0.0025022120465042577,-0.0986
31537,30194124,杨衡,31.91,11.295890410958904,2.2132817153067306,0.1959368969408093,-0.009415141818214826,-0.0026098641982824113,-0.2989
4988,30778280,付裕,50.169999999999995,1.4027397260273973,1.1088062622309196,0.7904575892857142,-0.014381632351991953,-0.0026410515728737083,-0.1259
1559,30767261,程泉璋,12.25,1.7095890410958905,1.4684931506849317,0.858974358974359,0.0025682301953276476,-0.002646957255672126,-0.0348
8323,30770017,韩同利,85.16,1.632876712328767,1.2986301369863014,0.7953020134228188,-0.00432661397798717,-0.0027525741426294497,-0.0465
20373,30781759,钱大千,4.96,1.1342465753424658,1.0136986301369861,0.8937198067632849,-0.005206107285709453,-0.0027868333370221396,-0.0210999999999999
5620,30324814,葛兰,687.43,9.035616438356165,3.0676369863013697,0.33950500303214065,0.005032768790676621,-0.002793848964927031,-0.3513
26605,30040407,王宁,313.17,22.561643835616437,1.9344848123883265,0.0857421926559489,0.04066771846433574,-0.0027978573878782082,-0.312
40357,30397261,张跃鹏,246.76,8.208219178082192,1.878082191780822,0.22880507343124165,0.001701835456274456,-0.0028106410291715797,-0.275
14559,30782206,李睿,5.5600000000000005,1.2383561643835617,1.2383561643835617,1.0,-0.003963000423666411,-0.0028545292658945253,-0.0326
35601,30757781,周慧,109.93,1.0794520547945206,0.7238356164383561,0.6705583756345177,-0.006891535507623503,-0.002879576357497133,-0.0753
30397,30699210,熊钰,0.81,3.747945205479452,3.747945205479452,1.0,-0.0037196857167150488,-0.0029002782184343366,-0.0212
22879,30349211,孙伟,220.85999999999999,9.6,5.154363992172211,0.536912915851272,-0.00989360085369565,-0.0030008916076520067,-0.9345
22824,30297382,孙伟,76.75,9.6,2.6978473581213307,0.28102576647097194,-0.00989360085369565,-0.0030008916076520067,-0.3945
20811,30704737,邱延冰,4.31,3.6082191780821917,2.0440182648401826,0.566489496330043,0.0031266494656689847,-0.0030156801863838187,-0.376
1234,30709147,陈岚,1.6800000000000002,3.5315068493150683,1.2818003913894327,0.36296132106838086,-0.013986336566734115,-0.003165285449193972,-0.0498
11085,30181751,刘晨,88.64999999999999,11.506849315068493,1.5824657534246576,0.13752380952380952,-0.00035635006969090275,-0.0032771269368070794,-0.3547999999999999
10070,30602892,景晓达,19.39,5.301369863013699,2.3917808219178083,0.4511627906976744,-0.005783723210631075,-0.003287188843317644,-0.078
27707,30758813,魏璇,47.02,1.9753424657534246,1.4141967621419675,0.7159248518471819,-0.009193632159047994,-0.0033488584540612067,-0.0451
27996,30359246,武阳,73.37,8.520547945205479,3.5565068493150687,0.417403536977492,-0.0005665168051784408,-0.0034057436701451557,-0.2025
39654,30522360,钟贇,87.94,6.967123287671233,1.7608219178082194,0.25273299252850967,0.011960849794921647,-0.003409939115831661,-0.3390999999999999
39585,30295855,赵耀,72.12,8.76986301369863,2.62510181414291,0.2993321343836807,-0.005334889674511141,-0.003450148101256154,-0.4277
14881,30466799,吕姝仪,404.59,7.69041095890411,2.5807027992852887,0.3355741082077415,-0.007183719947220538,-0.0034507585730954972,-0.198
39523,30121782,周云,228.77,8.41095890410959,2.4796628029504744,0.2948133299924831,0.004285353920442159,-0.003557439413063551,-0.1226
36767,30360248,张林,72.24,8.558904109589042,2.834371108343711,0.33116051681992775,-0.00037042090348745916,-0.0035872769787691798,-0.2148
21609,30070094,舒灏,10.68,5.610958904109589,2.413013698630137,0.4300537109375,0.0010704576833683171,-0.003590979722557146,-0.3356
40157,30287646,张玉坤,20.32,7.487671232876712,2.3210460772104606,0.30998237035558657,0.01680700329028053,-0.003620820831947483,-0.284
9454,30551983,金宏伟,36.5,6.454794520547945,2.7036880927291884,0.41886509076661876,-0.00934738127875586,-0.0036525193700611674,-0.1968
23648,30197530,田汉卿,46.21,10.528767123287672,4.486301369863013,0.42609940150923753,0.005436039013599407,-0.0037450657128846004,-0.3756
16121,30787834,LIU XIN(刘鑫),2.48,0.9123287671232877,0.5260273972602739,0.5765765765765765,-0.004219026580850438,-0.0038247107897967374,-0.0056
374,30283570,蔡丹,14.709999999999999,6.517808219178082,1.6927592954990214,0.2597129646309974,-0.015243926474200926,-0.00390705930627911,-0.3043
15957,30576554,刘潇,70.92,5.663013698630137,1.5164383561643837,0.2677793904208999,-0.011213662153773556,-0.003933139843165021,-0.2569
16089,30769293,刘潇,22.21,5.663013698630137,1.2821917808219176,0.22641509433962262,-0.011213662153773556,-0.003933139843165021,-0.1188
226,30158961,蔡滨,121.60000000000001,9.128767123287671,4.181095890410959,0.45801320528211287,0.005632314816829997,-0.00418914877388328,-0.2642
18274,30052828,柳祚勇,5.42,1.9452054794520548,1.5506849315068492,0.7971830985915492,-0.003483502227233315,-0.004224363980417073,-0.0166
29844,30706224,夏荣尧,31.27,3.5863013698630137,0.8993150684931507,0.2507639419404125,-0.024488971300503704,-0.0042469544876953536,-0.0375999999999999
259,30048002,蔡宾,50.82,15.139726027397261,2.0235616438356163,0.13365906623235613,-0.006701129887733593,-0.004254147725831422,-0.1216
29578,30788629,许可,2.27,1.0,1.0,1.0,-0.0029000000000000137,-0.0043500000000000205,-0.0029
